date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:56	3885/3885	---M--	200	added ('OK')	image/png	etag:%22f2d-6241bd71b4860%22	https://buddsoft.com/templates/8/img/icon/icon-9.png	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/icon/icon-9.png	(from https://buddsoft.com/templates/8/)
15:40:56	2961/2961	---M--	200	added ('OK')	image/png	etag:%22b91-6241bd7141493%22	https://buddsoft.com/templates/8/img/icon/icon-10.png	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/icon/icon-10.png	(from https://buddsoft.com/templates/8/)
15:40:56	22814/22814	---M--	200	added ('OK')	image/jpeg	etag:%22591e-6241bd487bfc8%22	https://buddsoft.com/templates/8/img/project-1.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/project-1.jpg	(from https://buddsoft.com/templates/8/)
15:40:57	26507/26507	---M--	200	added ('OK')	image/jpeg	etag:%22678b-6241bd489c754%22	https://buddsoft.com/templates/8/img/project-2.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/project-2.jpg	(from https://buddsoft.com/templates/8/)
15:40:57	25773/25773	---M--	200	added ('OK')	image/jpeg	etag:%2264ad-6241bd489afe4%22	https://buddsoft.com/templates/8/img/project-3.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/project-3.jpg	(from https://buddsoft.com/templates/8/)
15:40:57	20326/20326	---M--	200	added ('OK')	image/jpeg	etag:%224f66-6241bd48b55c7%22	https://buddsoft.com/templates/8/img/project-4.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/project-4.jpg	(from https://buddsoft.com/templates/8/)
15:40:57	29226/29226	---M--	200	added ('OK')	image/jpeg	etag:%22722a-6241bd48b84a7%22	https://buddsoft.com/templates/8/img/team-1.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/team-1.jpg	(from https://buddsoft.com/templates/8/)
15:40:58	47945/47945	---M--	200	added ('OK')	image/jpeg	etag:%22bb49-6241bd48d3642%22	https://buddsoft.com/templates/8/img/team-2.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/team-2.jpg	(from https://buddsoft.com/templates/8/)
15:40:58	43065/43065	---M--	200	added ('OK')	image/jpeg	etag:%22a839-6241bd48d690a%22	https://buddsoft.com/templates/8/img/team-3.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/team-3.jpg	(from https://buddsoft.com/templates/8/)
15:40:58	25986/25986	---M--	200	added ('OK')	image/jpeg	etag:%226582-6241bd48eefad%22	https://buddsoft.com/templates/8/img/team-4.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/team-4.jpg	(from https://buddsoft.com/templates/8/)
15:40:58	2648/2648	---M--	200	added ('OK')	image/jpeg	etag:%22a58-6241bd48eebc5%22	https://buddsoft.com/templates/8/img/testimonial-1.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/testimonial-1.jpg	(from https://buddsoft.com/templates/8/)
15:40:59	2863/2863	---M--	200	added ('OK')	image/jpeg	etag:%22b2f-6241bd490c088%22	https://buddsoft.com/templates/8/img/testimonial-2.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/testimonial-2.jpg	(from https://buddsoft.com/templates/8/)
15:40:59	3585/3585	---M--	200	added ('OK')	image/jpeg	etag:%22e01-6241bd490d7f9%22	https://buddsoft.com/templates/8/img/testimonial-3.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/testimonial-3.jpg	(from https://buddsoft.com/templates/8/)
15:40:59	2913/2913	---M--	200	added ('OK')	image/jpeg	etag:%22b61-6241bd492c814%22	https://buddsoft.com/templates/8/img/testimonial-4.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/testimonial-4.jpg	(from https://buddsoft.com/templates/8/)
15:41:00	89664/89664	---M--	200	added ('OK')	text/javascript	date:Thu,%2008%20Sep%202022%2018:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.1/jquery.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/ajax.googleapis.com/ajax/libs/jquery/3.6.1/jquery.min.js	(from https://buddsoft.com/templates/8/)
15:41:00	79665/79665	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://buddsoft.com/templates/8/)
15:41:00	8156/8156	---M--	200	added ('OK')	application/javascript	etag:%221fdc-6241bd734c3fe%22	https://buddsoft.com/templates/8/lib/wow/wow.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/wow/wow.min.js	(from https://buddsoft.com/templates/8/)
15:41:01	2302/2302	---M--	200	added ('OK')	application/javascript	etag:%228fe-6241bd724f502%22	https://buddsoft.com/templates/8/lib/easing/easing.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/easing/easing.min.js	(from https://buddsoft.com/templates/8/)
15:41:01	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%222344-6241bd730727f%22	https://buddsoft.com/templates/8/lib/waypoints/waypoints.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/waypoints/waypoints.min.js	(from https://buddsoft.com/templates/8/)
15:41:02	9418/9418	---M--	200	added ('OK')	application/javascript	etag:%2224ca-6241bda4e2b10%22	https://buddsoft.com/templates/8/lib/lightbox/js/lightbox.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/lightbox/js/lightbox.min.js	(from https://buddsoft.com/templates/8/)
15:41:02	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%22a70e-6241bd72bd6c6%22	https://buddsoft.com/templates/8/lib/owlcarousel/owl.carousel.min.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/owlcarousel/owl.carousel.min.js	(from https://buddsoft.com/templates/8/)
15:41:02	2069/2069	---M--	200	added ('OK')	application/javascript	etag:%22815-6241bd49690db%22	https://buddsoft.com/templates/8/js/main.js	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/js/main.js	(from https://buddsoft.com/templates/8/)
15:41:03	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
15:41:03	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
15:41:03	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-6241bda573789%22	https://buddsoft.com/templates/8/lib/owlcarousel/assets/owl.video.play.png	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/owlcarousel/assets/owl.video.play.png	(from https://buddsoft.com/templates/8/lib/owlcarousel/assets/owl.carousel.min.css)
15:41:04	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22211c-6241bda4833ae%22	https://buddsoft.com/templates/8/lib/lightbox/images/loading.gif	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/lib/lightbox/images/loading.gif	(from https://buddsoft.com/templates/8/lib/lightbox/css/lightbox.min.css)
15:41:04	45897/45897	---M--	200	added ('OK')	image/jpeg	etag:%22b349-6241bd485ac84%22	https://buddsoft.com/templates/8/img/about.jpg	C:/Users/Asus/OneDrive/Documents/Hues/huespace/huespace/buddsoft.com/templates/8/img/about.jpg	(from https://buddsoft.com/templates/8/css/style.css)
15:41:05	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
